id,start,end,label
1,0.23219954648526078,21.037278911564627,4
2,21.037278911564627,35.5265306122449,0
3,35.5265306122449,62.43845804988662,1
4,62.43845804988662,77.46176870748299,0
5,77.46176870748299,79.01750566893423,1
6,79.01750566893423,93.50675736961452,0
7,93.50675736961452,129.24226757369615,1
8,129.24226757369615,130.77478458049887,0
9,130.77478458049887,133.3754195011338,3
10,133.3754195011338,134.93115646258502,0
11,134.93115646258502,137.53179138321997,3
12,137.53179138321997,139.0643083900227,0
13,139.0643083900227,143.7315192743764,3
14,143.7315192743764,161.86630385487527,0
15,161.86630385487527,177.88807256235827,4
16,177.88807256235827,194.4671201814059,2
17,194.4671201814059,228.64689342403628,1
18,228.64689342403628,235.21814058956917,4
