id,start,end,label
1,0.046439909297052155,17.11310657596372,0
2,17.11310657596372,21.989297052154196,3
3,21.989297052154196,24.427392290249433,0
4,24.427392290249433,29.791201814058958,3
5,29.791201814058958,32.229297052154195,0
6,32.229297052154195,37.593106575963716,3
7,37.593106575963716,40.03120181405896,0
8,40.03120181405896,45.39501133786848,3
9,45.39501133786848,47.83310657596372,0
10,47.83310657596372,48.83156462585034,3
11,48.83156462585034,64.92299319727891,4
12,64.92299319727891,73.21251700680273,0
13,73.21251700680273,78.57632653061225,3
14,78.57632653061225,81.50204081632653,0
15,81.50204081632653,86.378231292517,3
16,86.378231292517,88.81632653061224,0
17,88.81632653061224,103.70031746031746,3
18,103.70031746031746,135.04725623582766,4
19,135.04725623582766,150.76716553287983,2
20,150.76716553287983,165.74403628117915,0
21,165.74403628117915,196.85877551020408,4
22,196.85877551020408,206.47183673469388,1
