id,start,end,label
1,0.0,0.2786394557823129,5.0
2,0.2786394557823129,1.7182766439909296,1.0
3,1.7182766439909296,2.461315192743764,1.0
4,2.461315192743764,3.2043537414965986,1.0
5,3.2043537414965986,3.947392290249433,1.0
6,3.947392290249433,4.690430839002268,1.0
7,4.690430839002268,5.38702947845805,1.0
8,5.38702947845805,6.130068027210885,1.0
9,6.130068027210885,6.873106575963718,1.0
10,6.873106575963718,7.569705215419501,1.0
11,7.569705215419501,8.312743764172335,1.0
12,8.312743764172335,9.05578231292517,1.0
13,9.05578231292517,9.798820861678005,1.0
14,9.798820861678005,10.541859410430838,1.0
15,10.541859410430838,11.23845804988662,1.0
16,11.23845804988662,11.981496598639456,1.0
17,11.981496598639456,12.72453514739229,1.0
18,12.72453514739229,13.467573696145125,1.0
19,13.467573696145125,14.210612244897959,1.0
20,14.210612244897959,14.907210884353741,1.0
21,14.907210884353741,15.650249433106575,1.0
22,15.650249433106575,16.39328798185941,1.0
23,16.39328798185941,17.136326530612244,1.0
24,17.136326530612244,17.832925170068027,1.0
25,17.832925170068027,18.575963718820862,1.0
26,18.575963718820862,19.319002267573698,1.0
27,19.319002267573698,20.06204081632653,1.0
28,20.06204081632653,20.758639455782312,1.0
29,20.758639455782312,21.501678004535147,1.0
30,21.501678004535147,22.244716553287983,1.0
31,22.244716553287983,22.987755102040815,1.0
32,22.987755102040815,23.684353741496597,1.0
33,23.684353741496597,24.427392290249433,1.0
34,24.427392290249433,25.170430839002268,1.0
35,25.170430839002268,25.913469387755104,1.0
36,25.913469387755104,26.610068027210886,1.0
37,26.610068027210886,27.353106575963718,1.0
38,27.353106575963718,28.096145124716553,1.0
39,28.096145124716553,28.792743764172336,1.0
40,28.792743764172336,29.53578231292517,1.0
41,29.53578231292517,30.278820861678003,1.0
42,30.278820861678003,31.02185941043084,3.0
43,31.02185941043084,31.764897959183674,3.0
44,31.764897959183674,32.507936507936506,3.0
45,32.507936507936506,33.20453514739229,3.0
46,33.20453514739229,33.94757369614513,3.0
47,33.94757369614513,34.690612244897956,3.0
48,34.690612244897956,35.38721088435374,3.0
49,35.38721088435374,36.13024943310658,3.0
50,36.13024943310658,36.87328798185941,3.0
51,36.87328798185941,37.61632653061225,3.0
52,37.61632653061225,38.31292517006803,3.0
53,38.31292517006803,39.05596371882086,3.0
54,39.05596371882086,39.7990022675737,3.0
55,39.7990022675737,40.542040816326534,3.0
56,40.542040816326534,41.28507936507936,3.0
57,41.28507936507936,41.98167800453515,3.0
58,41.98167800453515,42.72471655328798,3.0
59,42.72471655328798,43.46775510204082,3.0
60,43.46775510204082,44.1643537414966,3.0
61,44.1643537414966,44.90739229024943,1.0
62,44.90739229024943,45.65043083900227,2.0
63,45.65043083900227,46.393469387755104,3.0
64,46.393469387755104,47.09006802721088,3.0
65,47.09006802721088,47.83310657596372,3.0
66,47.83310657596372,48.576145124716554,3.0
67,48.576145124716554,49.31918367346939,3.0
68,49.31918367346939,50.062222222222225,3.0
69,50.062222222222225,50.758820861678004,3.0
70,50.758820861678004,51.50185941043084,3.0
71,51.50185941043084,52.244897959183675,4.0
72,52.244897959183675,52.98793650793651,4.0
73,52.98793650793651,53.68453514739229,4.0
74,53.68453514739229,54.427573696145124,4.0
75,54.427573696145124,55.17061224489796,4.0
76,55.17061224489796,55.913650793650795,4.0
77,55.913650793650795,56.610249433106574,4.0
78,56.610249433106574,57.35328798185941,4.0
79,57.35328798185941,58.096326530612245,4.0
80,58.096326530612245,61.765079365079366,4.0
81,61.765079365079366,62.461678004535145,4.0
82,62.461678004535145,63.20471655328798,4.0
83,63.20471655328798,63.947755102040816,4.0
84,63.947755102040816,64.69079365079365,1.0
85,64.69079365079365,65.38739229024944,1.0
86,65.38739229024944,66.13043083900227,1.0
87,66.13043083900227,66.87346938775511,1.0
88,66.87346938775511,67.61650793650794,1.0
89,67.61650793650794,68.31310657596372,1.0
90,68.31310657596372,69.0097052154195,1.0
91,69.0097052154195,69.70630385487529,1.0
92,69.70630385487529,70.49578231292517,1.0
93,70.49578231292517,71.1459410430839,1.0
