Ruptures_KernalCPD_Boundary8

CallMeMaybe_Ruptures_KernalCPD_Boundary8.csv
Boundary,Boundary_Timestamp,Label,Nearest_Beat,Nearest_Beat_Number,Dist_to_Nearest_Beat,Nearest_Downbeat,Dist_to_Nearest_Downbeat,Nearest_GT_Segment,Dist_to_Nearest_GT_Segment
1,0.0,,NA,NA,NA,NA,NA,NA,NA
2,3.5874829931972787,,4.0,1,-0.4125170068027213,4.0,-0.4125170068027213,4.0,-0.4125170068027213
3,10.983038548752834,,10.999996,3,-0.016957451247165523,9.999996,0.9830425487528345,4.0,6.983038548752834
4,139.34294784580499,,139.499996,4,-0.15704815419502438,139.999996,-0.6570481541950244,139.999996,-0.6570481541950244
5,143.00009070294786,,142.999996,3,9.470294784819089e-05,143.999996,-0.9999052970521518,139.999996,3.000094702947848
6,155.62013605442178,,155.499996,4,0.12014005442176767,155.999996,-0.3798599455782323,139.999996,15.620140054421768
7,187.4663038548753,,187.499996,4,-0.033692145124717854,187.999996,-0.5336921451247179,187.999996,-0.5336921451247179
8,195.3726984126984,,195.050771,1,0.32192741269841463,195.050771,0.32192741269841463,195.050771,0.32192741269841463
9,198.19392290249434,,NA,NA,NA,NA,NA,NA,NA
Averages,,,,0.15176813249109422,,0.6125703586005853,,3.9326368607061895
Proximity Scores,,,,0.30353626498218844,,1.2251407172011706,,7.865273721412379
Percent of ground truth boundaries (0.5 sec),0.3333333333333333
Percent of ground truth boundaries found (0.5 sec),0.25
Percent of ground truth boundaries (3 sec),0.5555555555555556
Percent of ground truth boundaries found (3 sec),0.4166666666666667
Percent of ground truth boundaries (2 beats),0.5555555555555556
Percent of ground truth boundaries found (2 beats),0.4166666666666667
Average time between beats,0.5
Rand Index Score,0.3166240409207161

Clocks_Ruptures_KernalCPD_Boundary8.csv
Boundary,Boundary_Timestamp,Label,Nearest_Beat,Nearest_Beat_Number,Dist_to_Nearest_Beat,Nearest_Downbeat,Dist_to_Nearest_Downbeat,Nearest_GT_Segment,Dist_to_Nearest_GT_Segment
1,0.0,,NA,NA,NA,NA,NA,NA,NA
2,1.509297052154195,,1.47256134375,4,0.036735708404195044,1.95122,-0.4419229478458049,0.0873983958333,1.421898656320895
3,120.69732426303855,,120.577105,4,0.12021926303854968,121.03512,-0.3377957369614535,117.371,3.3263242630385577
4,147.43510204081633,,147.59999,3,-0.16488795918365895,146.68396,0.751142040816319,146.68396,0.751142040816319
5,177.36562358276643,,177.370965,4,-0.005341417233580614,177.82898,-0.4633564172335696,175.99692,1.368703582766443
6,191.82004535147394,,192.027445,4,-0.20739964852606363,192.48546,-0.6654146485260526,205.30988,-13.489834648526056
7,205.40371882086168,,205.30988,1,0.09383882086169137,205.30988,0.09383882086169137,205.30988,0.09383882086169137
8,236.1121088435374,,235.996885,4,0.11522384353742154,236.4549,-0.34279115646259584,241.95108,-5.838971156462577
9,248.407074829932,,NA,NA,NA,NA,NA,NA,NA
Averages,,,,0.10623523725502297,,0.4423231098153552,,3.7558161669703627
Proximity Scores,,,,0.23333805206489536,,0.9715308733187944,,8.249379875821473
Percent of ground truth boundaries (0.5 sec),0.2222222222222222
Percent of ground truth boundaries found (0.5 sec),0.2
Percent of ground truth boundaries (3 sec),0.5555555555555556
Percent of ground truth boundaries found (3 sec),0.4
Percent of ground truth boundaries (2 beats),0.3333333333333333
Percent of ground truth boundaries found (2 beats),0.3
Average time between beats,0.4552846666667
Rand Index Score,0.21923925876495046

CoolerThanMe_Ruptures_KernalCPD_Boundary8.csv
Boundary,Boundary_Timestamp,Label,Nearest_Beat,Nearest_Beat_Number,Dist_to_Nearest_Beat,Nearest_Downbeat,Dist_to_Nearest_Downbeat,Nearest_GT_Segment,Dist_to_Nearest_GT_Segment
1,0.0,,NA,NA,NA,NA,NA,NA,NA
2,1.2190476190476192,,1.163076,2,0.05597161904761916,0.701538,0.5175096190476192,0.24,0.9790476190476192
3,31.811337868480727,,31.624584,4,0.1867538684807286,32.086122,-0.27478413151927583,32.086122,-0.27478413151927583
4,45.60394557823129,,45.470724,2,0.13322157823129288,45.009186,0.5947595782312902,46.3938,-0.7898544217687089
5,60.070022675736965,,60.23994,2,-0.1699173242630323,59.778402,0.29162067573696504,46.3938,13.676222675736966
6,62.531337868480726,,62.54763,3,-0.01629213151927189,61.624554,0.9067838684807228,75.932232,-13.400894131519273
7,148.21297052154196,,148.393698,1,-0.1807274784580386,148.393698,-0.1807274784580386,149.778312,-1.5653414784580377
8,179.79210884353742,,179.778282,1,0.013826843537430022,179.778282,0.013826843537430022,179.778282,0.013826843537430022
9,207.85342403628118,,NA,NA,NA,NA,NA,NA,NA
Averages,,,,0.10810154907677336,,0.3971445992873345,,4.385710185941044
Proximity Scores,,,,0.23422025721993284,,0.8604808256033837,,9.502381571920502
Percent of ground truth boundaries (0.5 sec),0.3333333333333333
Percent of ground truth boundaries found (0.5 sec),0.3333333333333333
Percent of ground truth boundaries (3 sec),0.7777777777777778
Percent of ground truth boundaries found (3 sec),0.6666666666666666
Percent of ground truth boundaries (2 beats),0.5555555555555556
Percent of ground truth boundaries found (2 beats),0.5555555555555556
Average time between beats,0.461538
Rand Index Score,0.3003827707065117

Dynamite_Ruptures_KernalCPD_Boundary8.csv
Boundary,Boundary_Timestamp,Label,Nearest_Beat,Nearest_Beat_Number,Dist_to_Nearest_Beat,Nearest_Downbeat,Dist_to_Nearest_Downbeat,Nearest_GT_Segment,Dist_to_Nearest_GT_Segment
1,0.0,,NA,NA,NA,NA,NA,NA,NA
2,6.513197278911565,,6.542552,2,-0.029354721088434843,6.042552,0.47064527891156516,7.542552,-1.0293547210884348
3,23.510204081632654,,23.542552,4,-0.032347918367346296,24.042552,-0.5323479183673463,32.042552,-8.532347918367346
4,47.57768707482993,,47.542552,4,0.03513507482993106,48.042552,-0.46486492517006894,47.542552,0.03513507482993106
5,79.48190476190476,,79.542552,4,-0.06064723809524253,80.042552,-0.5606472380952425,88.042552,-8.560647238095243
6,103.08498866213152,,103.042552,3,0.04243666213152153,104.042552,-0.9575633378684785,103.542552,-0.45756333786847847
7,168.58848072562358,,168.542552,2,0.04592872562358252,168.042552,0.5459287256235825,164.042552,4.5459287256235825
8,172.53587301587302,,172.542552,2,-0.006678984126978094,172.042552,0.4933210158730219,179.542552,-7.006678984126978
9,212.0910657596372,,NA,NA,NA,NA,NA,NA,NA
Averages,,,,0.03607561775186241,,0.5750454914156151,,4.309665142857142
Proximity Scores,,,,0.07261477616317112,,1.1574798227988745,,8.674705776053866
Percent of ground truth boundaries (0.5 sec),0.3333333333333333
Percent of ground truth boundaries found (0.5 sec),0.2727272727272727
Percent of ground truth boundaries (3 sec),0.4444444444444444
Percent of ground truth boundaries found (3 sec),0.36363636363636365
Percent of ground truth boundaries (2 beats),0.3333333333333333
Percent of ground truth boundaries found (2 beats),0.2727272727272727
Average time between beats,0.49680822083369997
Rand Index Score,0.23000727008360597

Fireflies_Ruptures_KernalCPD_Boundary8.csv
