id,start,end,label
1,0.046439909297052155,2.948934240362812,2
2,2.948934240362812,6.3854875283446715,1
3,6.3854875283446715,10.7740589569161,2
4,10.7740589569161,14.187392290249432,1
5,14.187392290249432,18.575963718820862,2
6,18.575963718820862,21.989297052154196,1
7,21.989297052154196,26.377868480725624,2
8,26.377868480725624,29.791201814058958,1
9,29.791201814058958,34.17977324263038,2
10,34.17977324263038,37.593106575963716,1
11,37.593106575963716,41.98167800453515,2
12,41.98167800453515,45.39501133786848,1
13,45.39501133786848,49.80680272108844,2
14,49.80680272108844,63.947755102040816,0
15,63.947755102040816,67.36108843537414,2
16,67.36108843537414,70.77442176870748,1
17,70.77442176870748,75.16299319727891,2
18,75.16299319727891,78.57632653061225,1
19,78.57632653061225,82.96489795918367,2
20,82.96489795918367,86.378231292517,1
21,86.378231292517,90.76680272108844,2
22,90.76680272108844,94.18013605442177,1
23,94.18013605442177,98.56870748299319,2
24,98.56870748299319,101.91238095238096,1
25,101.91238095238096,104.67555555555556,2
26,104.67555555555556,133.93269841269841,0
27,133.93269841269841,135.04725623582766,2
28,135.04725623582766,150.76716553287983,3
29,150.76716553287983,153.20526077097506,2
30,153.20526077097506,156.6185941043084,1
31,156.6185941043084,161.0071655328798,2
32,161.0071655328798,164.42049886621317,1
33,164.42049886621317,167.11401360544218,2
34,167.11401360544218,197.34639455782312,0
35,197.34639455782312,206.47183673469388,4
