id,start,end,label
1,0.0,0.8359183673469388,4.0
2,0.8359183673469388,19.969160997732427,2.0
3,19.969160997732427,20.48,0.0
4,20.48,21.037278911564627,1.0
5,21.037278911564627,21.5481179138322,0.0
6,21.5481179138322,22.058956916099774,0.0
7,22.058956916099774,22.569795918367348,0.0
8,22.569795918367348,23.08063492063492,0.0
9,23.08063492063492,23.591473922902495,1.0
10,23.591473922902495,24.14875283446712,0.0
11,24.14875283446712,24.659591836734695,0.0
12,24.659591836734695,25.170430839002268,0.0
13,25.170430839002268,25.68126984126984,0.0
14,25.68126984126984,27.77106575963719,3.0
15,27.77106575963719,28.281904761904762,0.0
16,28.281904761904762,30.325260770975056,3.0
17,30.325260770975056,30.882539682539683,0.0
18,30.882539682539683,31.346938775510203,0.0
19,31.346938775510203,31.90421768707483,1.0
20,31.90421768707483,32.41505668934241,0.0
21,32.41505668934241,32.92589569160998,0.0
22,32.92589569160998,33.436734693877554,0.0
23,33.436734693877554,33.94757369614513,0.0
24,33.94757369614513,34.50485260770975,0.0
25,34.50485260770975,35.015691609977324,0.0
26,35.015691609977324,35.5265306122449,0.0
27,35.5265306122449,36.03736961451247,1.0
28,36.03736961451247,36.548208616780045,1.0
29,36.548208616780045,37.05904761904762,0.0
30,37.05904761904762,37.61632653061225,1.0
31,37.61632653061225,38.12716553287982,1.0
32,38.12716553287982,38.638004535147395,1.0
33,38.638004535147395,39.14884353741497,1.0
34,39.14884353741497,39.65968253968254,1.0
35,39.65968253968254,40.170521541950116,1.0
36,40.170521541950116,40.72780045351474,1.0
37,40.72780045351474,41.23863945578231,1.0
38,41.23863945578231,41.749478458049886,1.0
39,41.749478458049886,42.26031746031746,0.0
40,42.26031746031746,42.77115646258503,0.0
41,42.77115646258503,43.281995464852606,0.0
42,43.281995464852606,43.79283446712018,1.0
43,43.79283446712018,44.30367346938775,1.0
44,44.30367346938775,44.860952380952384,1.0
45,44.860952380952384,45.37179138321996,1.0
46,45.37179138321996,45.88263038548753,1.0
47,45.88263038548753,46.393469387755104,0.0
48,46.393469387755104,46.90430839002268,1.0
49,46.90430839002268,47.41514739229025,0.0
50,47.41514739229025,47.972426303854874,1.0
51,47.972426303854874,49.504943310657595,3.0
52,49.504943310657595,51.594739229024945,3.0
53,51.594739229024945,52.10557823129252,1.0
54,52.10557823129252,52.61641723356009,0.0
55,52.61641723356009,53.127256235827666,0.0
56,53.127256235827666,53.63809523809524,1.0
57,53.63809523809524,54.19537414965986,1.0
58,54.19537414965986,54.706213151927436,0.0
