id,start,end,label
1,0.046439909297052155,49.31918367346939,0
2,49.31918367346939,64.92299319727891,2
3,64.92299319727891,103.70031746031746,0
4,103.70031746031746,135.04725623582766,2
5,135.04725623582766,150.76716553287983,1
6,150.76716553287983,166.1619954648526,0
7,166.1619954648526,197.34639455782312,2
8,197.34639455782312,206.47183673469388,3
