id,start,end,label
1,0.0,0.13931972789115646,10.0
2,0.13931972789115646,7.662585034013605,2.0
3,7.662585034013605,30.278820861678003,2.0
4,30.278820861678003,46.81142857142857,0.0
5,46.81142857142857,75.00045351473923,7.0
6,75.00045351473923,104.95419501133787,3.0
7,104.95419501133787,120.18648526077098,8.0
8,120.18648526077098,134.48997732426304,4.0
9,134.48997732426304,150.18666666666667,5.0
10,150.18666666666667,163.0505215419501,2.0
11,163.0505215419501,176.42521541950114,2.0
12,176.42521541950114,193.0507029478458,6.0
13,193.0507029478458,213.20562358276644,9.0
14,213.20562358276644,213.23451247165534,10.0
