id,start,end,label
1,0.0,0.09287981859410431,3.0
2,0.09287981859410431,15.32517006802721,1.0
3,15.32517006802721,15.789569160997733,0.0
4,15.789569160997733,20.897959183673468,0.0
5,20.897959183673468,42.120997732426304,0.0
6,42.120997732426304,43.049795918367344,0.0
7,43.049795918367344,46.25414965986395,0.0
8,46.25414965986395,57.817687074829934,0.0
9,57.817687074829934,61.486439909297054,0.0
10,61.486439909297054,67.9415873015873,0.0
11,67.9415873015873,68.87038548752834,0.0
12,68.87038548752834,71.19238095238096,0.0
13,71.19238095238096,73.93233560090702,0.0
14,73.93233560090702,97.47736961451247,0.0
15,97.47736961451247,115.4960544217687,2.0
16,115.4960544217687,120.55800453514739,0.0
17,120.55800453514739,141.3166439909297,0.0
18,141.3166439909297,142.70984126984126,0.0
19,142.70984126984126,145.96063492063493,0.0
20,145.96063492063493,147.35383219954647,0.0
21,147.35383219954647,147.818231292517,0.0
22,147.818231292517,148.74702947845805,0.0
23,148.74702947845805,152.41578231292516,0.0
24,152.41578231292516,171.78122448979593,0.0
25,171.78122448979593,172.24562358276643,0.0
26,172.24562358276643,179.67600907029478,0.0
27,179.67600907029478,202.98884353741497,0.0
28,202.98884353741497,202.9940589569161,3.0
